schema,role,commit,strategy,strategy_sha256,opponent_family,seed_set,seed,scenario_id,police_start,thief_start,config,grid,quota,horizon,outcome,captured,steps,barriers_placed,own_score,opponent_score
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,3082336597646513251,01db6f06112f2f15d4a39f5506405115a9cdc7b32d8b89cf91b140748fb275ad,"2,3","3,2",grid9-horizon45,9,14,45,SURVIVAL,0,45,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,18079720189654477655,01e984ad49d470cfc752442a71dbcea2f85d0b1df49f7b8d49fb888362ad07b3,"1,6","3,2",grid9,9,14,35,SURVIVAL,0,35,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,2401294506762670637,01f4274a675fdd21ef040dec50767f8853f7ee5ae92606789b81cda68b9ff20a,"7,9","10,2",grid11,11,14,35,SURVIVAL,0,35,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,9560056164909575715,0211857a0263605253d70b415f25970c1aabbb610be561e924f6736cccaace0c,"4,6","7,2",grid9,9,14,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,630286876331713906,02135ac32b47aad1d5756f2ac69e681700b867a0fb1ad167bc89cfeee6d98412,"7,9","8,8",grid11,11,14,35,CAPTURE,1,3,2,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,3082336597646513251,021f5b443db1733a6dc50070cfd1b9974ff965b35194d5736d031bfea2789e38,"2,3","3,2",grid9-horizon45,9,14,45,SURVIVAL,0,45,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,9792665746289289446,0245cc31bbe8a8e02844ebd557fb9300ec9484c3120885d5c9747178adc267e1,"0,0","2,1",grid7,7,14,35,CAPTURE,1,2,1,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,7459480656892310933,02567ca9d366f55a3de26c8a1232336971a685d12c2ac721d13a5654ef8ea49d,"2,2","4,0",grid7,7,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,17414075059470156493,02b8aff141fc815c9b08fe0ce83c8ade7b12dadc87bc5d5cb3a16042334cbd02,"6,4","0,2",grid7,7,14,35,SURVIVAL,0,35,1,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,15452741310026791750,02da11574031b22380a0a1fc9809f3fb25abd66084e2163050980e68950f37f1,"8,3","5,6",grid9,9,14,35,SURVIVAL,0,35,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,15141416308091426555,03003bb346c8e1fce124adfb6e529c7ade904771fa7e1678f6481e60911b4922,"0,5","6,4",grid7,7,14,35,SURVIVAL,0,35,6,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,18233810521156587314,030264256711ae6503c5b6641dcfb3bc27f6ba5caed468ddf921be29a2ddbb21,"0,4","1,4",grid7-quota22,7,22,35,CAPTURE,1,3,2,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,17901447736580998635,033b040fd1516e69c786fabd426ec5bc534a5faaae5ae3925005bb5239036656,"0,3","1,1",grid7-quota22,7,22,35,CAPTURE,1,2,1,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,3791844465452363303,035e63b085b749c14b92d2075e330f01d41667a92093ea847bdfabadcd4b8fa5,"1,1","3,3",grid9,9,14,35,SURVIVAL,0,35,7,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,3082336597646513251,03714b454e2458e12a3445bc2e148914f585b0a62804cd7494e52143c5b74cf9,"5,5","2,6",grid7-quota22,7,22,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,6507253891929652097,039b2300a4bc0502e102a8d13e10769e32a8eabffe3cbc751eec170be9432bc7,"1,6","2,0",grid7-quota22,7,22,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,18233810521156587314,03b2f3d505ae0e1bf3e42481094adce8276bda42043a4517af2a30dd5d14e894,"0,4","1,4",grid7,7,14,35,CAPTURE,1,3,2,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,16387733936783417831,03e033781859a531a4b5e725a36a120433e0297a26b616eafb3c45bfdf4193b6,"4,2","4,7",grid9-horizon45,9,14,45,SURVIVAL,0,45,1,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,2328949219399020792,0401d70c9ea2d8e9acb026c8c036440facf2890bc8fd468d9dc006cf4173f599,"0,0","8,7",grid9,9,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,7109878983092234884,0407520dfb3054fc2ee0afffd6c5515632484f9f60fa8f63d505b36ec496b3e7,"6,6","6,1",grid9,9,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,12567997756000179217,042be30c7f8d40a2babf6b603fb1758609aea1f5e15ef334e5343dbba3c03a9a,"4,0","0,6",grid9-horizon45,9,14,45,SURVIVAL,0,45,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,4121802901490525102,043e8867c8e2fdfdaa96a1c7215461cabf067ceb1bf3bfc2c0052b96da4e1bd6,"6,7","6,4",grid9,9,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,7459480656892310933,0447ab4d3ef34614d27de89a8b9fee7c7b8f95aadc7c168d0635b1c0f3cf573e,"10,4","5,3",grid11,11,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,6812595032350771077,04679c0e2ecfca956bb27d53d0476389367572bbc9372e6b87df0bfdc6a25bfb,"5,8","0,5",grid11,11,14,35,SURVIVAL,0,35,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,6476895868042627562,0481acc6fb65f523eb170dfe90b7ff3687f8f3add7e6fce45728b278a8f5d30d,"6,0","0,6",grid7-quota22,7,22,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,9028700387621205434,04ba1efd5b36e8178da875acb85e208682870ed99b44645b20ebec07b2f8fd4e,"1,8","5,0",grid9-horizon45,9,14,45,SURVIVAL,0,45,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,4699758742870073219,04e34242c6c43bc7e49526e4b16636e81c1255562da7806c44af257b40fdbaea,"0,5","0,0",grid11,11,14,35,SURVIVAL,0,35,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,14512652966685734242,052081f396f95514b29b1fdd8cae5f3e6a7ad009fc95ea0bdec9f483ab33bd4f,"1,5","6,1",grid9-horizon45,9,14,45,SURVIVAL,0,45,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,10999205876451370063,0544567f9a7946bd4e6c29b10da4728892f9059c4b26f411ddd1ee9a579f6ed5,"0,2","6,6",grid7,7,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,14342069096841001370,0553d37b9df0dc088b9552d578839431cb2ed6b61ee865703c0db9087d09025f,"7,3","2,2",grid9-horizon45,9,14,45,SURVIVAL,0,45,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,13013043562567418088,055680128b59302ea018ae02335e3f90f4a675205e9d5324b8e460117af0ad96,"2,4","2,1",grid11,11,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,13013043562567418088,057b933e07e331f8fae5300f70d1152bc98ce0d1b1fbd2ecf124b2cb5720d824,"2,4","2,1",grid11,11,14,35,SURVIVAL,0,35,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,15602693097989704502,059d591448a61fbdaf93767ae9e3bfa64da8d8e3eed8abb1f2592e8c6fef158e,"2,8","2,4",grid9,9,14,35,SURVIVAL,0,35,5,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,16430201566072075245,05d4e32eda01155781894c0d2f64411b5ebb5098643fdb07629b26582efb905f,"2,8","2,7",grid9,9,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,15602693097989704502,05fd715728315787e195c3b87d4abf89cb181f9d7cb1075b938379b78654c9d7,"6,7","8,9",grid11,11,14,35,CAPTURE,1,9,4,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,13911859661069420827,0602e6f46db172a28853eb18e79994eafad90bf3a45d4bd6d6812dc6f864fd60,"7,0","1,7",grid9-horizon45,9,14,45,SURVIVAL,0,45,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,15602693097989704502,060e5c63610442a691a6b1244a19cd35d444b1148b564c5dde53aa6466741717,"2,8","2,4",grid9,9,14,35,SURVIVAL,0,35,7,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,15141416308091426555,061540ff75b8dc80010f7e4e73e182a818adb3a6d0f9b7d57fe1ce45fbc6e03a,"0,5","6,4",grid7,7,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,2436346155132372862,063519f3f5517729508d529e36863a0862908d740289558e72e242ff6743330c,"4,1","6,6",grid7,7,14,35,SURVIVAL,0,35,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,12403128132904351122,0665e39b199022c66c869db3f42669e34ed044c252b0d21fbcfc79507cba238d,"6,6","3,6",grid7,7,14,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,18414347572143683132,067230d41a792e9b64f497cc62048b786d715ba69483a0dc2344c92810c529c3,"7,1","1,3",grid9,9,14,35,SURVIVAL,0,35,1,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,9028700387621205434,068bc0185a838a4c79fa1121900ae0dd5a1b49988cf4fab15d055b4285fbbe03,"2,5","1,3",grid7-quota22,7,22,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,4121802901490525102,06956841192fc4b1b5ffbcaa32cd2c374167f413f2e383718bb10b5fa1e036fd,"6,7","6,4",grid9,9,14,35,CAPTURE,1,2,1,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,6507253891929652097,06c0691e8f4c337647528b53c52a3dbe3e42d649acf2c088afcc3c7dde6488ff,"1,6","2,0",grid7-quota22,7,22,35,CAPTURE,1,4,1,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,6786152705345821653,06d2018166e623c571eb1a9a0454edc2df41b7d0d12fe2ba45713ba557c89f7d,"0,3","5,2",grid9-horizon45,9,14,45,SURVIVAL,0,45,7,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,18414347572143683132,070a7115dbb6919b6fccfe122bbbcc848c6dd3613c1d33ba2070b1491be4b366,"10,6","10,2",grid11,11,14,35,SURVIVAL,0,35,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,6476895868042627562,077f508371da9eb851ffa4d0086548ad8f9cca51e109698f295f6533c1c4844d,"3,7","8,6",grid9,9,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,1111695869247148952,07873782f8dbcbbfbbfaaea6eac7d45065c37d803caab967a66502a19075fd5f,"0,1","2,3",grid9-horizon45,9,14,45,CAPTURE,1,5,4,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,7459480656892310933,07ab85dfb4202f398c4545bca77ebb845b97bff8521cda8a13170fb038203045,"10,4","5,3",grid11,11,14,35,SURVIVAL,0,35,6,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,15683304635096165462,07db4535d604c26a4afe9e9fb495dbbbedf6e6e09c5469fed881a6c0be3d4101,"2,7","4,6",grid9,9,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,16430201566072075245,07edfcf4fca4b292f91d66a17e9ecaeea981f9d1797d5dc7896f3166808a8e5e,"5,4","3,5",grid7-quota22,7,22,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,102761678283420659,07faa0409c480bc6f18590d8fad46f05bf7cda023d3bc5d55458fee6dabe8e46,"8,7","7,0",grid9-horizon45,9,14,45,SURVIVAL,0,45,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,7109878983092234884,081559ee0691b0f65f9921cf61cf103ac88d9ab9efe56963f1675d3a58138cce,"4,2","6,3",grid7-quota22,7,22,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,9028700387621205434,0832e058e28ff284680f3d4335ab2343d4db0151efc86eed2f1a1f456bc993cc,"10,1","7,5",grid11,11,14,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,6476895868042627562,083357e257cea2658b3d18e408bd74efaa6a6832949776969855a69b5f7ed8a5,"6,0","0,6",grid7-quota22,7,22,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,16272886660307058548,083933e54ad4a20327962950acbe7cfbd0b9e8b8bf28df189031c9a63686f0c1,"0,3","6,2",grid7-quota22,7,22,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,630286876331713906,08699685cf20fbc8f4a12f9ee232946cabaac184701845bc2b027e17e7dd72aa,"4,8","5,3",grid9-horizon45,9,14,45,SURVIVAL,0,45,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,2401294506762670637,08a4d42e827057f6183febaf78f713b37b136d5c80c860b8d69e5fea9153be11,"7,9","10,2",grid11,11,14,35,SURVIVAL,0,35,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,14512652966685734242,08a847cb3b56c7dadfe9b8f5a5e5340b80919051d0c5c6bc3e954a055cb79e77,"0,6","6,2",grid7,7,14,35,SURVIVAL,0,35,6,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,10999205876451370063,08ae21c8e632cb415cec5b3dfcdd1bc50b38b94cf43061a83c05392eba94bb2c,"0,5","6,5",grid9,9,14,35,SURVIVAL,0,35,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,4699758742870073219,08c34baeca23d522d2229534d324541e9d3e3a18a0ddaa3acdc5dd8cb6f37396,"7,8","8,0",grid9-horizon45,9,14,45,SURVIVAL,0,45,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,15286638306117242565,08cc0ffd082abbd212cab2e86891c5465e6348c1a4a73cbe499f88f5bfd34e38,"0,1","2,5",grid7-quota22,7,22,35,SURVIVAL,0,35,6,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,14512652966685734242,090bcb552f5a7febdb850e8e931e8ee8822866af1e0f92624f0582383777f7e7,"1,5","6,1",grid9,9,14,35,SURVIVAL,0,35,0,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,5247097859095182945,090be742fb88994ac9ed0ec502d6465fb053cc5c0556b3daddda2cff114866ca,"0,4","2,0",grid7,7,14,35,SURVIVAL,0,35,1,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,1659696708785602588,090e59088ffa5a345b45542aca2dc55773e94d5098416c7fe09fc31938054381,"5,0","4,0",grid7,7,14,35,CAPTURE,1,4,3,20,5
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C4-ablation,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,barrier_aware,development,17807834701948516605,096ce85937724bd4a45788649c1a9c6e25d4ba8731991cd8347662462e0736dd,"2,5","5,0",grid7-quota22,7,22,35,SURVIVAL,0,35,3,5,10
